YEAR,Day of the Year,Relative Huminidity,Precipitation (mm/day),Temperature at 2 Meters Maximum ©, Temperature at 2 Meters Minimum ©,Temperature at 2 Meters Range ©
1990,13,47.38,0,25.73,12.44,13.29
1990,14,48.95,0,25.93,13.15,12.78
1990,15,48.84,0,27.05,13.2,13.85
1990,16,45.4,0,27.55,14.55,13
1990,17,50.14,0,26.68,14.56,12.12
1990,18,52.54,0,27.6,14.27,13.33
1990,19,55.79,0,28.63,14.41,14.22
1990,20,59,0.06,28.12,14.74,13.38
1990,21,59.85,0,28.69,16.07,12.62
1990,22,67.96,0,28.06,16.65,11.41
1990,23,66.59,0,28.9,17.49,11.41
1990,24,65.83,0,28.93,17.69,11.24
1990,25,64.89,0,30.47,17.38,13.09
1990,26,63.41,0,29.45,17.59,11.86
1990,27,60.37,0,29.88,17.15,12.73
1990,28,67.44,0,29.31,17.81,11.5
1990,29,69.32,0,30.34,17.55,12.79
1990,30,76.69,0,29.06,17.58,11.48
1990,31,65.55,0,29.73,17.8,11.93
1990,32,60.8,0,30.2,17.39,12.81
1990,33,68.54,0,28.5,17.02,11.48
1990,34,57.9,0,30.4,17.96,12.44
1990,35,60.71,0,29.28,19.47,9.81
1990,36,67.1,0,28.4,17.26,11.14
1990,37,69.01,0,29.7,19.09,10.61
1990,38,49.68,0,30.63,18.54,12.09
1990,39,39.5,0,30.6,17.56,13.04
1990,40,53.63,0,30.37,18.32,12.05
1990,41,43.72,0,32.59,18.83,13.76
1990,42,37.65,0,30.05,19.9,10.15
1990,43,40.33,0,31.22,17.78,13.44
1990,44,38.6,0,31.36,17.87,13.49
1990,45,41.04,0.05,31.73,19.01,12.72
1990,46,49.35,0.65,30.36,19.15,11.21
1990,47,55.55,0.34,29.12,19.77,9.35
1990,48,50.31,0.26,30.53,18.83,11.7
1990,49,49.66,3.09,30.41,19.19,11.22
1990,50,60.79,0.01,27.39,20.24,7.15
1990,51,59.43,0.15,29.45,20.27,9.18
1990,52,69.11,0.59,27.98,20.42,7.56
1990,53,62.33,1.47,28.39,18.85,9.54
1990,54,50.98,2.7,29.23,19.45,9.78
1990,55,45.92,0.02,29.79,16.34,13.45
1990,56,47.51,0.02,30.58,16.83,13.75
1990,57,65.46,0.32,29.09,20.27,8.82
1990,58,66.11,1.17,30.05,20.73,9.32
1990,59,57.83,0.88,31.56,20.03,11.53
1990,60,62.81,0.27,31.63,20.07,11.56
1990,61,71.87,0.07,30.98,21.78,9.2
1990,62,78.16,3.92,26.09,20.97,5.12
1990,63,75.02,3.65,26.99,20.03,6.96
1990,64,49.12,0.03,30.31,16.82,13.49
1990,65,39.43,1.44,30.42,16.52,13.9
1990,66,42.65,0,30.76,18.81,11.95
1990,67,40.05,0.07,31.25,17.49,13.76
1990,68,39.27,0,32.06,17.09,14.97
1990,69,47.44,0,32.85,17.96,14.89
1990,70,59.39,0,32.92,20.3,12.62
1990,71,57.01,0.13,30.3,22.2,8.1
1990,72,51.25,0,31.49,19.76,11.73
1990,73,52.41,1.59,30.87,20.76,10.11
1990,74,48.9,0,31.82,19.7,12.12
1990,75,49.16,0,33.68,20.16,13.52
1990,76,36.96,0,35.64,20.34,15.3
1990,77,39.86,0,35.4,21.95,13.45
1990,78,50.64,0,33.89,21.5,12.39
1990,79,61.15,0,34.11,21.6,12.51
1990,80,67.86,0.03,33.02,22.08,10.94
1990,81,72.66,0.13,31.68,23.17,8.51
1990,82,73.9,2.49,31.91,23.56,8.35
1990,83,75.36,4.31,31.11,23.64,7.47
1990,84,76.58,4.72,27.77,23.3,4.47
1990,85,66.59,17.57,29.1,21.55,7.55
1990,86,64.32,0,31.17,19.61,11.56
1990,87,62.74,1.46,30.23,21.47,8.76
1990,88,67.16,0,29.01,21.93,7.08
1990,89,73.24,0.27,31.72,21.85,9.87
1990,90,69.61,1.14,33.34,22.04,11.3
1990,91,69.4,1.24,32.53,22.05,10.48
1990,92,77.06,12.46,29.91,23.02,6.89
1990,93,78.86,9.61,28.08,21.87,6.21
1990,94,69.56,0.45,27.87,21.46,6.41
1990,95,53.16,0.92,30.91,21.18,9.73
1990,96,45.98,1.36,32.47,19.14,13.33
1990,97,59.58,0,31.66,20.51,11.15
1990,98,76.38,0.03,30.86,21.52,9.34
1990,99,73.39,0.12,31.39,22.78,8.61
1990,100,75.56,0.17,31.82,23.95,7.87
1990,101,74.07,0.01,32.6,23.17,9.43
1990,102,72.39,0,33.71,23.41,10.3
1990,103,74.61,0.13,33.81,24.51,9.3
1990,104,74.67,1.5,32.39,24.34,8.05
1990,105,72.67,0.1,31,25.26,5.74
1990,106,70.87,0.05,32.78,24.69,8.09
1990,107,74.09,0.57,31.9,24.57,7.33
1990,108,76.29,0.18,31.08,24.39,6.69
1990,109,70.39,0.24,33.55,24.64,8.91
1990,110,74.61,2.14,32.3,25.29,7.01
1990,111,76.63,4.92,31.75,24.96,6.79
1990,112,75.27,1,32.6,25.47,7.13
1990,113,73.34,0.22,32.84,25.62,7.22
1990,114,73.08,0.62,33.62,25.55,8.07
1990,115,71.62,0.64,34.31,24.3,10.01
1990,116,71.24,0.92,34.03,24.01,10.02
1990,117,69.64,1.48,34.47,23.98,10.49
1990,118,69.44,0.43,33.74,24.56,9.18
1990,119,65.78,0.06,33.44,23.86,9.58
1990,120,65.92,4.76,32.69,25.32,7.37
1990,121,62.22,0,33.02,25.34,7.68
1990,122,62.35,0,35.01,25.89,9.12
1990,123,65.49,0.02,35.12,25.58,9.54
1990,124,59.13,0.1,35.79,26.33,9.46
1990,125,57.04,0.01,36.09,25.61,10.48
1990,126,61.25,0.53,35.48,26.83,8.65
1990,127,64.05,0,32.81,27.31,5.5
1990,128,67.45,0,31.42,27.08,4.34
1990,129,69.69,0,30.69,26.54,4.15
1990,130,66.47,0.03,32.07,26.17,5.9
1990,131,65.83,0.04,32.67,26.72,5.95
1990,132,61.92,0.41,36,26.64,9.36
1990,133,63.01,0.09,34.79,27.6,7.19
1990,134,63.75,0.45,32.2,27.12,5.08
1990,135,82.4,39.93,29.82,26.55,3.27
1990,136,79.89,19.25,31.35,26.83,4.52
1990,137,66.82,0.49,35.67,26.31,9.36
1990,138,73.54,0,33.42,27.84,5.58
1990,139,75.07,0.01,32.06,27.51,4.55
1990,140,69.14,0.05,32.44,27.18,5.26
1990,141,64.43,1.23,35.25,25.87,9.38
1990,142,66.61,2.23,35.59,27.23,8.36
1990,143,68.76,0.08,34.76,26.97,7.79
1990,144,72.82,0,32.8,27.59,5.21
1990,145,69.99,0,32.81,26.87,5.94
1990,146,69.19,0.01,33.77,26.78,6.99
1990,147,71.73,0.87,33.5,27.23,6.27
1990,148,76.55,4.97,32.55,26.93,5.62
1990,149,72.11,0.66,33.74,26.19,7.55
1990,150,71.79,0.8,34.22,26.6,7.62
1990,151,72.94,2.77,33.68,27.13,6.55
1990,152,74.87,5.64,32.72,27.35,5.37
1990,153,72.11,1.87,35.24,26.83,8.41
1990,154,75.84,5.22,33.83,27.69,6.14
1990,155,80.44,0.59,32.1,27.8,4.3
1990,156,75.49,8.03,32.55,27.5,5.05
1990,157,85.84,21.03,30.01,26.93,3.08
1990,158,86.4,21.06,30.01,26.68,3.33
1990,159,81.68,0.83,31.93,26.92,5.01
1990,160,80.9,2.8,31.24,26.71,4.53
1990,161,85.79,13.26,29.83,26.2,3.63
1990,162,79.16,12.42,31.65,26.05,5.6
1990,163,69.15,0.03,35.32,26.15,9.17
1990,164,75.22,6.08,32.85,27.02,5.83
1990,165,79.45,13.02,31.41,26.49,4.92
1990,166,80.05,1.51,33.9,26.82,7.08
1990,167,78.08,0.26,33.16,27.36,5.8
1990,168,79.71,0.17,32.52,27.49,5.03
1990,169,74.28,0.37,33.25,27,6.25
1990,170,77.57,2.14,33.01,27.21,5.8
1990,171,79.42,2.44,31.64,27.03,4.61
1990,172,73.44,0.66,33.79,26.53,7.26
1990,173,78.87,0.26,31.79,27.17,4.62
1990,174,85.08,0.86,30.9,27.52,3.38
1990,175,88.69,5.34,30.11,27.17,2.94
1990,176,83.99,10.69,31.4,26.73,4.67
1990,177,85.43,1.21,29.65,25.86,3.79
1990,178,79.91,0.32,33.99,26.04,7.95
1990,179,82.76,1.03,31.21,26.94,4.27
1990,180,82.14,7.09,31.96,26.87,5.09
1990,181,84.86,2.98,31.3,27.39,3.91
1990,182,85.69,4.92,31.1,27.22,3.88
1990,183,84.37,1.74,30.84,26.59,4.25
1990,184,89,12.25,29.68,26.66,3.02
1990,185,88.34,26.24,29.82,26.43,3.39
1990,186,83.94,30.25,30.71,26.02,4.69
1990,187,85.05,12.35,30.39,26.58,3.81
1990,188,85.93,8.04,30.2,26.72,3.48
1990,189,85.82,3.55,30.74,26.59,4.15
1990,190,87.29,19.32,30.42,26.39,4.03
1990,191,84.77,9.05,31.23,26.04,5.19
1990,192,86.18,6.77,30.34,26.7,3.64
1990,193,84.9,6.89,30.87,26.54,4.33
1990,194,88.53,5.84,30.49,26.38,4.11
1990,195,85.56,5.79,30.74,26.36,4.38
1990,196,82.32,1.39,30.62,26.14,4.48
1990,197,83.54,1.07,31.01,25.38,5.63
1990,198,84.04,2.07,31.42,26.07,5.35
1990,199,88.97,5.33,29.75,26.43,3.32
1990,200,86.71,12.69,29.75,26.39,3.36
1990,201,86.35,2.88,30.79,26.09,4.7
1990,202,87.68,12.5,30.87,26.54,4.33
1990,203,85.5,6.87,31.41,26.21,5.2
1990,204,80.38,2.61,32.85,25.21,7.64
1990,205,84.73,3.38,32.1,26.02,6.08
1990,206,84.22,0.25,30.75,26.43,4.32
1990,207,82.89,1.96,30.92,26.38,4.54
1990,208,86.4,3.71,29.89,26.26,3.63
1990,209,86.72,5.86,30.02,26.42,3.6
1990,210,84.15,17.9,31.23,25.86,5.37
1990,211,86.63,14.28,30.27,25.87,4.4
1990,212,86.73,1.15,31.03,25.97,5.06
1990,213,91.03,15.74,28.88,26.68,2.2
1990,214,87.82,18.25,30.21,26.09,4.12
1990,215,85.12,1,29.99,25.9,4.09
1990,216,81.98,2.64,30.54,26.05,4.49
1990,217,83.24,1.33,30.67,26.03,4.64
1990,218,82.66,1.18,31.07,25.99,5.08
1990,219,86.71,3.24,30.36,26.1,4.26
1990,220,83.32,11.58,31.44,25.94,5.5
1990,221,83.55,0.71,32.05,26.2,5.85
1990,222,81.61,1.51,31.99,26.49,5.5
1990,223,85.64,0.54,30.26,26.18,4.08
1990,224,82.8,1.51,31.99,25.89,6.1
1990,225,79.95,0.27,32.82,25.61,7.21
1990,226,83.4,0.49,32.38,25.91,6.47
1990,227,82.06,1.02,32.37,25.84,6.53
1990,228,84.08,0.52,31.53,26.09,5.44
1990,229,83.45,0.64,31.64,25.65,5.99
1990,230,81.18,2.25,32.84,25.9,6.94
1990,231,79.8,0.2,33.32,26.1,7.22
1990,232,78.44,0.91,33.52,26.35,7.17
1990,233,79.07,2.11,32.38,26.15,6.23
1990,234,80.84,0.71,32.69,26.4,6.29
1990,235,81.26,0.51,32.35,26.33,6.02
1990,236,81.5,0.82,32.09,26.5,5.59
1990,237,82.3,2.69,32.22,26.52,5.7
1990,238,81.56,8.51,32.31,26.71,5.6
1990,239,78.77,4.72,33.23,26.19,7.04
1990,240,77.55,2.29,33.86,25.86,8
1990,241,79.28,4.05,33.46,26.24,7.22
1990,242,77.95,2.8,32.81,26.44,6.37
1990,243,76.84,0.14,33.21,26.49,6.72
1990,244,79.92,5.75,32.73,27.14,5.59
1990,245,82.06,10.22,31.74,26.31,5.43
1990,246,80.92,11,31.23,25.55,5.68
1990,247,81.87,3.89,32.07,24.08,7.99
1990,248,80.76,0.33,31.58,26.18,5.4
1990,249,79.77,1.01,31.78,26.32,5.46
1990,250,82.92,0.97,30.52,25.7,4.82
1990,251,81.04,0.68,32.09,26.12,5.97
1990,252,80.02,1.25,32.41,26.42,5.99
1990,253,81.66,3.16,32.11,26.86,5.25
1990,254,80.13,10.94,32.61,26.32,6.29
1990,255,77.89,2.88,33.04,26,7.04
1990,256,78.32,0.76,32.55,25.78,6.77
1990,257,77.99,0.39,32.75,26.53,6.22
1990,258,79.66,0.54,31.79,26.46,5.33
1990,259,80.58,4.62,32.2,26.7,5.5
1990,260,89.16,17.09,29.32,26.44,2.88
1990,261,83.31,6,29.92,26.08,3.84
1990,262,79.04,4.44,30.15,25.92,4.23
1990,263,78.58,0.67,32.56,25.13,7.43
1990,264,82.18,0.03,30.25,26.49,3.76
1990,265,78.84,0.17,32.51,26.58,5.93
1990,266,79.97,0.08,31.34,26.77,4.57
1990,267,81.49,0.04,30.75,26.69,4.06
1990,268,83.12,0.88,30.29,26.38,3.91
1990,269,75.54,1.62,32.18,26.11,6.07
1990,270,81.36,2.74,30.76,26.05,4.71
1990,271,84.38,1.76,29.11,26.05,3.06
1990,272,82.46,1.02,29.55,25.92,3.63
1990,273,81.49,1.52,30.51,25.68,4.83
1990,274,82.95,0.77,30.05,25.71,4.34
1990,275,81.7,2.45,30.41,25.83,4.58
1990,276,84.13,2.1,30.12,24.92,5.2
1990,277,83.27,0.69,30.67,24.85,5.82
1990,278,75.23,0.38,33.23,25.33,7.9
1990,279,74.64,1.28,33.43,26.7,6.73
1990,280,86.23,4.47,29.14,25.43,3.71
1990,281,84.78,16.31,28.55,24.25,4.3
1990,282,90.1,26.26,27.46,24.49,2.97
1990,283,87.73,10.21,29.19,25.79,3.4
1990,284,84.19,2,28.7,25.24,3.46
1990,285,76.43,0,31.22,25.25,5.97
1990,286,78.38,0.01,31.8,23.7,8.1
1990,287,75.66,0,32.07,23.98,8.09
1990,288,72.82,0,32.61,24.85,7.76
1990,289,76.51,0.08,31.4,24.11,7.29
1990,290,76.9,0.12,31.19,23.21,7.98
1990,291,74.75,0,32.27,21.97,10.3
1990,292,74.63,0,32.85,22.06,10.79
1990,293,69.14,0,32.26,20.56,11.7
1990,294,68.43,0,31.74,20.43,11.31
1990,295,74.74,0,31.4,21.51,9.89
1990,296,73.24,0,31.41,20.9,10.51
1990,297,74.35,0,31.22,20.13,11.09
1990,298,67.93,0,31.52,21.12,10.4
1990,299,66.51,0,30.74,20.22,10.52
1990,300,66.22,0,30.32,21.89,8.43
1990,301,71.85,0,29.23,21.72,7.51
1990,302,71.35,0,31.41,21.2,10.21
1990,303,67.04,0,31.05,20.38,10.67
1990,304,62.14,0,30.64,20.8,9.84
1990,305,62.35,0,30.8,20.15,10.65
1990,306,61.58,0,33.47,21.9,11.57
1990,307,70.18,0.34,30.74,24.11,6.63
1990,308,77.84,0.82,29.13,23.96,5.17
1990,309,86.44,3.37,28.86,24.29,4.57
1990,310,80.9,2.4,30.38,23.58,6.8
1990,311,81.13,0.64,28.76,23.81,4.95
1990,312,77.26,0.27,31.01,23.51,7.5
1990,313,75.48,0.09,30.76,24.31,6.45
1990,314,70.65,0,25.99,21.81,4.18
1990,315,60.33,0,30.62,21.66,8.96
1990,316,66.11,0,29.52,22.54,6.98
1990,317,63,0.23,32.91,23.62,9.29
1990,318,65.47,0.36,33.73,22.74,10.99
1990,319,63.6,0,33.67,21.37,12.3
1990,320,58.8,0,31.61,19.7,11.91
1990,321,55.41,0,31.08,20.39,10.69
1990,322,54.61,0,30.27,19.68,10.59
1990,323,60.85,0,31.44,19.03,12.41
1990,324,55.83,0,32.75,19.36,13.39
1990,325,54.57,0,32.7,19.1,13.6
1990,326,54.47,0,32.37,21.05,11.32
1990,327,59.86,0,32.74,21.01,11.73
1990,328,58.95,0,31.79,20.95,10.84
1990,329,56.68,0,31.25,20.91,10.34
1990,330,54.12,0,30.67,19.47,11.2
1990,331,55.8,0,29.54,17.71,11.83
1990,332,61.97,0,28.92,17.74,11.18
1990,333,62.85,0,28.19,17.43,10.76
1990,334,53.63,0,28.62,17.18,11.44
1990,335,49.15,0,28.22,16.78,11.44
1990,336,55.58,0,28.53,17.27,11.26
1990,337,57,0,29.14,18.19,10.95
1990,338,53.75,0,29.16,16.5,12.66
1990,339,57.66,0,28.93,16.85,12.08
1990,340,58.89,0,28.74,19.07,9.67
1990,341,57.96,0,29.47,17.67,11.8
1990,342,57.56,0,27.57,17.59,9.98
1990,343,56.69,0,28.18,16.45,11.73
1990,344,55.03,0,27.94,17.06,10.88
1990,345,55.32,0,28.49,15.63,12.86
1990,346,53.83,0,28.66,15.48,13.18
1990,347,53.36,0,28.3,15.05,13.25
1990,348,51.34,0,28.11,14.88,13.23
1990,349,46.15,0,28.08,15.05,13.03
1990,350,46.37,0,29.92,16.86,13.06
1990,351,57.68,0,27.33,20.22,7.11
1990,352,72.35,1.96,24.99,19.84,5.15
1990,353,69.19,0.1,27.31,17.55,9.76
1990,354,56.54,0.14,28.18,16.41,11.77
1990,355,52.34,0.13,26.4,14.9,11.5
1990,356,53.79,0,27.12,14.01,13.11
1990,357,54.36,0,27.4,15.03,12.37
1990,358,52.55,0,27.07,15.69,11.38
1990,359,55.31,0,26.88,14.02,12.86
1990,360,54.8,0,26.38,14.31,12.07
1990,361,50.58,0,27.34,14.65,12.69
1990,362,50.5,0,26.73,15.44,11.29
1990,363,50.22,0,27.3,14.32,12.98
1990,364,47.94,0,27.2,14.6,12.6
1990,365,44.44,0,27.2,14.63,12.57
1991,1,45.39,0,27.7,15.03,12.67
1991,2,54.39,0.07,27.4,17.65,9.75
1991,3,75.13,1.38,22.59,16.26,6.33
1991,4,69.46,0.21,24.78,14.83,9.95
1991,5,61.57,0,25.09,12.33,12.76
1991,6,53.69,0,25.48,11.81,13.67
1991,7,46.95,0,26.54,12.63,13.91
1991,8,44.34,0,26.59,12.88,13.71
1991,9,44.95,0,27.05,13.34,13.71
1991,10,48.42,0,27.69,15.12,12.57
1991,11,50.1,0.03,28.27,15.01,13.26
1991,12,49.98,0,28.08,15.77,12.31
1991,13,58.63,0,27.71,16.13,11.58
1991,14,60.04,0,27.83,15.26,12.57
1991,15,49.23,0,27.17,14.84,12.33
1991,16,43.49,0,27.07,13.86,13.21
1991,17,38.57,0,26.4,13.15,13.25
1991,18,38.85,0,26.92,13.73,13.19
1991,19,42.25,0,26.22,13.76,12.46
1991,20,39.5,0,26.1,14.21,11.89
1991,21,38.74,0,25.8,12.39,13.41
1991,22,35.76,0,26.69,12.09,14.6
1991,23,35.3,0,27.16,12.58,14.58
1991,24,37.4,0,27.5,12.53,14.97
1991,25,37.16,0,26.78,13.38,13.4
1991,26,40.88,0,26.78,12.92,13.86
1991,27,41.22,0,28.58,15.21,13.37
1991,28,53.53,0,28.4,15.45,12.95
1991,29,61.21,0,28.06,15.28,12.78
1991,30,57,0,28.85,16.2,12.65
1991,31,60.5,0,29.02,16.61,12.41
1991,32,65.59,0,29.9,17.71,12.19
1991,33,71.98,0,29.93,18.22,11.71
1991,34,75.85,0.08,29.13,18.49,10.64
1991,35,68.88,0.92,28.97,18.23,10.74
1991,36,58.76,0.17,29.06,16.82,12.24
1991,37,39.2,0,28.9,15.84,13.06
1991,38,37.79,0,29.71,14.89,14.82
1991,39,35.97,0,31.24,15.58,15.66
1991,40,32.54,0,31.36,16.99,14.37
1991,41,36.63,0,30.91,16.88,14.03
1991,42,53.32,0,30.12,17.64,12.48
1991,43,56.38,0,31.82,17.69,14.13
1991,44,67.9,0,31.66,19.84,11.82
1991,45,51.69,0,32.02,19.96,12.06
1991,46,29.45,0,31.12,19.15,11.97
1991,47,27.75,0,30.71,17.38,13.33
1991,48,25.71,0,31.35,15.41,15.94
1991,49,25.72,0,32.5,16.53,15.97
1991,50,29.81,0,32.73,18.6,14.13
1991,51,29.77,0,34.11,18.54,15.57
1991,52,29.54,0,33.72,17.65,16.07
1991,53,33.18,0,33.65,18.15,15.5
1991,54,54.34,0,33.29,19.76,13.53
1991,55,63.24,0,33.07,20.38,12.69
1991,56,61.5,0,34.48,20.89,13.59
1991,57,61.02,0,34.81,21.39,13.42
1991,58,53.9,0,33.86,21.18,12.68
1991,59,41.18,0,34.73,21.16,13.57
1991,60,57.16,0.38,32.36,21.26,11.1
1991,61,50.57,0,33.06,21.69,11.37
1991,62,52.69,0.14,33.72,22.48,11.24
1991,63,35.59,0,34.09,21.21,12.88
1991,64,48.85,0,33.9,22.06,11.84
1991,65,63.54,0,32.33,23.07,9.26
1991,66,58.73,0,33.73,23.33,10.4
1991,67,43.36,0,34.21,21.35,12.86
1991,68,30.87,0,34.49,20.13,14.36
1991,69,60.49,0,34.29,22.33,11.96
1991,70,61.47,0,35.64,22.99,12.65
1991,71,55.33,0,35.62,24.42,11.2
1991,72,54.68,0,35.59,24.63,10.96
1991,73,49.03,0.11,36.77,24.62,12.15
1991,74,45.53,1.48,36.81,24.35,12.46
1991,75,50.94,0,37,23.91,13.09
1991,76,45.26,0,38.12,23.36,14.76
1991,77,34.6,0,38.36,24.72,13.64
1991,78,60.98,0,36.52,24.51,12.01
1991,79,62.21,0,35.82,23.47,12.35
1991,80,63.88,0,35.65,24.18,11.47
1991,81,64.86,0,33.81,24.15,9.66
1991,82,45.28,0,37.26,24.58,12.68
1991,83,35.24,0,37.61,24.18,13.43
1991,84,52.53,0.05,35.47,24.97,10.5
1991,85,52.4,0.04,35.64,25.83,9.81
1991,86,52.07,0,36.19,25.01,11.18
1991,87,52.79,0.05,36.82,24.64,12.18
1991,88,57.97,0.31,36.33,26.03,10.3
1991,89,62.92,0,36.38,24.97,11.41
1991,90,66.51,0,35,25.19,9.81
1991,91,71.05,1.49,32.47,25.44,7.03
1991,92,73.2,4.11,32.92,24.69,8.23
1991,93,72.08,0.03,31.85,25.67,6.18
1991,94,68.82,0.3,32.13,25.67,6.46
1991,95,73.84,1.13,30.59,24.5,6.09
1991,96,77.72,11.72,30.72,24.81,5.91
1991,97,73.19,20.63,29.59,24.11,5.48
1991,98,61.31,0.73,32.92,24.49,8.43
1991,99,62.78,0,32.88,23.51,9.37
1991,100,61.94,0.01,31.57,25.63,5.94
1991,101,54.07,0,34.34,24.7,9.64
1991,102,50.99,0.84,35.23,22.79,12.44
1991,103,48.01,0,36.68,22.85,13.83
1991,104,47.91,0,37.51,22.79,14.72
1991,105,61.38,0,36.49,24.7,11.79
1991,106,67.72,0.05,35.44,25.66,9.78
1991,107,63.36,0.07,36.48,25.46,11.02
1991,108,61.34,0,36.55,25.51,11.04
1991,109,60.99,0,36.44,25.71,10.73
1991,110,63.77,0,36.05,24.93,11.12
1991,111,65.9,0,35.76,24.64,11.12
1991,112,68.38,0,34.88,24.62,10.26
1991,113,68.31,0.03,34.21,26.23,7.98
1991,114,70.24,0,33.36,26,7.36
1991,115,66.19,0,34.39,25.76,8.63
1991,116,64.91,0,34.82,24.96,9.86
1991,117,62.13,0,35.19,26.49,8.7
1991,118,52.7,0,36.44,26.76,9.68
1991,119,52.26,0.22,37.84,26.74,11.1
1991,120,63.45,7.93,35.17,26.31,8.86
1991,121,76.7,12.08,33.98,25.84,8.14
1991,122,76.73,7.25,32.98,26.71,6.27
1991,123,82.6,15.97,30.09,26.29,3.8
1991,124,77.62,20.67,32.49,25.83,6.66
1991,125,82.32,30.98,29.31,25.09,4.22
1991,126,77.98,0.35,30.41,24.74,5.67
1991,127,72.48,0.4,32.73,26.18,6.55
1991,128,74.99,0.37,31.93,26.3,5.63
1991,129,77.28,4.2,31.4,26.14,5.26
1991,130,80.43,6.61,30.74,25.72,5.02
1991,131,78.77,0.29,31.09,25.88,5.21
1991,132,76.92,0.23,31.42,25.6,5.82
1991,133,75.93,0.05,31.87,24.98,6.89
1991,134,75.1,1.29,33.55,24.81,8.74
1991,135,75.66,3.15,32.54,25.18,7.36
1991,136,71.96,0.03,34.04,25.48,8.56
1991,137,75.3,0.05,32.79,25.52,7.27
1991,138,72.02,0.06,33.02,26.39,6.63
1991,139,70.74,0.18,33.4,25.36,8.04
1991,140,71.56,0.64,33.61,25.27,8.34
1991,141,68.65,0.21,33.95,25.96,7.99
1991,142,73.1,0.58,33.36,26.04,7.32
1991,143,73.1,0,32.03,26.67,5.36
1991,144,71.83,2.29,33.14,27.43,5.71
1991,145,73.09,2.66,33.65,26.09,7.56
1991,146,70.85,0,34.08,27.2,6.88
1991,147,72.92,0,32.98,27.23,5.75
1991,148,69.93,0.21,34.17,27.08,7.09
1991,149,71.2,0.79,33.03,27.66,5.37
1991,150,68.84,0.32,33.94,27.95,5.99
1991,151,74.23,0.08,30.71,27.23,3.48
1991,152,69.28,0.59,33.17,26.27,6.9
1991,153,82.09,12.2,31.45,27.11,4.34
1991,154,72.71,1.38,35.49,25.89,9.6
1991,155,78.48,3.08,30.96,27.2,3.76
1991,156,75.32,2.06,32.07,26.73,5.34
1991,157,76.53,1.86,31.4,26.49,4.91
1991,158,78.7,6.94,31.19,26.61,4.58
1991,159,88.3,9.56,29.79,27.11,2.68
1991,160,89.58,29.19,29.86,26.72,3.14
1991,161,91.87,25.2,29.13,26.12,3.01
1991,162,86.97,7.54,29.6,26.4,3.2
1991,163,82.54,7.08,30.92,26.16,4.76
1991,164,79.19,0.46,32.2,26.33,5.87
1991,165,83.63,2.96,31.01,26.45,4.56
1991,166,81.04,4.38,31.73,26.43,5.3
1991,167,88.58,28.38,31.1,27.11,3.99
1991,168,90.22,19.16,29.44,27.05,2.39
1991,169,86.35,2.08,30.13,26.56,3.57
1991,170,90.09,5.85,27.95,25.31,2.64
1991,171,82.47,3.3,31.86,24.5,7.36
1991,172,83.63,0.09,32.11,25.46,6.65
1991,173,80.1,0,32.05,25.91,6.14
1991,174,83.04,0.72,31.76,26.33,5.43
1991,175,84.91,6.31,30.69,26.63,4.06
1991,176,83.26,4.26,32.02,26.35,5.67
1991,177,83.79,0.01,31.2,26.43,4.77
1991,178,80.04,0,32.68,26.23,6.45
1991,179,81.96,0.24,31.79,26.44,5.35
1991,180,81.27,1.42,31.99,26.58,5.41
1991,181,81.77,4.2,31.78,26.24,5.54
1991,182,84.21,7.26,30.43,26.42,4.01
1991,183,82.62,5.7,31.29,26.24,5.05
1991,184,81.9,3.72,31.7,26.48,5.22
1991,185,89.47,10.49,28.78,26.7,2.08
1991,186,84.9,4.59,31.1,26.52,4.58
1991,187,84.21,2.43,30.88,26.35,4.53
1991,188,85.09,0.18,30.59,26.94,3.65
1991,189,80.98,0.31,32.43,26.66,5.77
1991,190,83.98,0.48,31.18,26.68,4.5
1991,191,82.92,0.83,31.36,26.83,4.53
1991,192,84.05,1.72,31.09,26.35,4.74
1991,193,82.76,0.9,30.99,25.87,5.12
1991,194,84.63,0.84,30.72,26.22,4.5
1991,195,80.41,0.04,33.66,26.16,7.5
1991,196,77.81,1.11,33.68,26.57,7.11
1991,197,83.32,1.7,31.97,26.48,5.49
1991,198,83.78,9.12,31.14,26.88,4.26
1991,199,91.32,16.05,28.65,26.71,1.94
1991,200,88.06,25.3,29.42,25.95,3.47
1991,201,91.33,32.93,28.73,25.91,2.82
1991,202,86.63,3.69,30.17,26,4.17
1991,203,85.85,3.15,30.61,26.51,4.1
1991,204,87.54,11.78,30.61,25.93,4.68
1991,205,89.57,15.42,29.59,26.09,3.5
1991,206,84.73,0,31.51,26.04,5.47
1991,207,83.72,1.54,32.68,26.38,6.3
1991,208,81.37,1.13,33.97,26.42,7.55
1991,209,80.6,1.39,32.65,26.71,5.94
1991,210,84.16,3.72,31.61,26.34,5.27
1991,211,85.12,8.79,29.98,26.6,3.38
1991,212,85.15,13.53,30.38,26.28,4.1
1991,213,86.89,4.18,30.89,26.7,4.19
1991,214,87.92,4.53,30.02,26.51,3.51
1991,215,86.84,7.35,29.88,26.06,3.82
1991,216,88.97,5.19,28.31,25.83,2.48
1991,217,85.71,4.02,30.67,25.6,5.07
1991,218,85.18,0.8,30.98,25.99,4.99
1991,219,83.95,0.4,31.73,26.16,5.57
1991,220,82.23,0.3,32.99,26.17,6.82
1991,221,85.32,0.58,31.84,26.39,5.45
1991,222,85.7,0.95,30.82,26.56,4.26
